Order,seq_id,Tree_label,Cluster,Accession,Family,Genus,Original_Species_ID,Updated_Species_ID,Gene,Region,Location,Location notes,Data_type,Molecular_result,Biogeography_result,Collector,Collection_ID,Voucher,Locality_Name,Latitude,Longitude,Substrate,Depth,Sampling method
3808,"MH308876.1_Petalonia_filiformis_voucher_GWS040312_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308876:Petalonia arctica,219,MH308876,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3809,"MH308907.1_Petalonia_filiformis_voucher_GWS040448_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308907:Petalonia arctica,219,MH308907,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3810,"MH308913.1_Petalonia_filiformis_voucher_GWS040247_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308913:Petalonia arctica,219,MH308913,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3811,"MH308997.1_Petalonia_filiformis_voucher_GWS040395_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308997:Petalonia arctica,219,MH308997,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
3812,"MH309000.1_Petalonia_filiformis_voucher_GWS040472_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309000:Petalonia arctica,219,MH309000,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3813,"MH309091.1_Petalonia_filiformis_voucher_GWS040316_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309091:Petalonia arctica,219,MH309091,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3814,"MH309105.1_Petalonia_filiformis_voucher_GWS040462_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309105:Petalonia arctica,219,MH309105,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3815,"MH309143.1_Petalonia_filiformis_voucher_GWS040248_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309143:Petalonia arctica,219,MH309143,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3816,"MH309150.1_Petalonia_filiformis_voucher_GWS040246_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309150:Petalonia arctica,219,MH309150,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3817,"MH309155.1_Petalonia_filiformis_voucher_GWS040311_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309155:Petalonia arctica,219,MH309155,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3818,"MH309166.1_Petalonia_filiformis_voucher_GWS040397_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309166:Petalonia arctica,219,MH309166,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
3819,"MH309189.1_Petalonia_filiformis_voucher_GWS040459_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309189:Petalonia arctica,219,MH309189,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3820,"MH309240.1_Petalonia_filiformis_voucher_GWS040396_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309240:Petalonia arctica,219,MH309240,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
3821,"MH309263.1_Petalonia_filiformis_voucher_GWS040456_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309263:Petalonia arctica,219,MH309263,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3822,"MH309274.1_Petalonia_filiformis_voucher_GWS040461_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309274:Petalonia arctica,219,MH309274,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3823,"MH309339.1_Petalonia_filiformis_voucher_GWS040318_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309339:Petalonia arctica,219,MH309339,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3824,"MH309368.1_Petalonia_filiformis_voucher_GWS040455_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309368:Petalonia arctica,219,MH309368,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3825,"MH309439.1_Petalonia_filiformis_voucher_GWS040446_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309439:Petalonia arctica,219,MH309439,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3826,"MH309446.1_Petalonia_filiformis_voucher_GWS040313_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309446:Petalonia arctica,219,MH309446,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3827,"MH309456.1_Petalonia_filiformis_voucher_GWS040309_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309456:Petalonia arctica,219,MH309456,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3828,"MH309491.1_Petalonia_filiformis_voucher_GWS040250_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309491:Petalonia arctica,219,MH309491,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3829,"MH309587.1_Petalonia_filiformis_voucher_GWS040249_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309587:Petalonia arctica,219,MH309587,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3830,"MH309605.1_Petalonia_filiformis_voucher_GWS040310_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309605:Petalonia arctica,219,MH309605,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3831,"MH309635.1_Petalonia_filiformis_voucher_GWS040449_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309635:Petalonia arctica,219,MH309635,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3832,"MH309688.1_Petalonia_filiformis_voucher_GWS040321_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309688:Petalonia arctica,219,MH309688,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3833,"MH309765.1_Petalonia_filiformis_voucher_GWS040245_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309765:Petalonia arctica,219,MH309765,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3834,"MH309809.1_Petalonia_filiformis_voucher_GWS040308_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309809:Petalonia arctica,219,MH309809,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3835,"MH309824.1_Petalonia_filiformis_voucher_GWS040468_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309824:Petalonia arctica,219,MH309824,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3836,"MH309825.1_Petalonia_filiformis_voucher_GWS040458_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309825:Petalonia arctica,219,MH309825,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3837,"MH309907.1_Petalonia_filiformis_voucher_GWS040460_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309907:Petalonia arctica,219,MH309907,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
3838,"MH309948.1_Petalonia_filiformis_voucher_GWS040401_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309948:Petalonia arctica,219,MH309948,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
3839,"MH310004.1_Petalonia_filiformis_voucher_GWS040325_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH310004:Petalonia arctica,219,MH310004,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3840,"OQ968915.1_Petalonia_sp._1Arc_voucher_GWS041737_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",OQ968915:Petalonia arctica,219,OQ968915,Scytosiphonaceae,Petalonia,Petalonia sp. 1Arc,Petalonia arctica,COI,Northwest Atlantic,"Canada: New Brunswick, Davis Ln. Beach,",,GenBank,,,,,,,,,,,
3841,"JX571986.1_Petalonia_filiformis_voucher_GWS005260_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX571986:Petalonia arctica,219,JX571986,Scytosiphonaceae,Petalonia,Planosiphon filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Churchill, Bluff A,",,GenBank,,,,,,,,,,,
3842,"JX572033.1_Petalonia_filiformis_voucher_GWS005259_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572033:Petalonia arctica,219,JX572033,Scytosiphonaceae,Petalonia,Planosiphon filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Churchill, Bluff A,",,GenBank,,,,,,,,,,,
3843,"JX572106.1_Petalonia_filiformis_voucher_GWS005276_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572106:Petalonia arctica,219,JX572106,Scytosiphonaceae,Petalonia,Planosiphon filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Churchill, Bluff A,",,GenBank,,,,,,,,,,,
3844,"JX572125.1_Petalonia_filiformis_voucher_GWS005262_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572125:Petalonia arctica,219,JX572125,Scytosiphonaceae,Petalonia,Planosiphon filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Churchill, Bluff A,",,GenBank,,,,,,,,,,,
3845,"JX572018.1_Petalonia_filiformis_voucher_GWS005310_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572018:Petalonia arctica,219,JX572018,Scytosiphonaceae,Petalonia,Planosiphon filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Churchill, Gordon Point,",,GenBank,,,,,,,,,,,
3846,"JX572100.1_Petalonia_filiformis_voucher_GWS005307_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572100:Petalonia arctica,219,JX572100,Scytosiphonaceae,Petalonia,Planosiphon filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Gordon Point, Churchill",,GenBank,,,,,,,,,,,
3847,FG117,PX414284:Petalonia arctica (crust),219,PX414284,Scytosiphonaceae,Petalonia,Petalonia arctica (crust),Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,From MP18,FG117,"H, P","Tromsoy, Framsenteret",69.64363,18.95084,Rock,0,Hand-pick
3848,KS120,PX414285:Petalonia arctica,219,PX414285,Scytosiphonaceae,Petalonia,Petalonia arctica,Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Franz Goecke,KS120,"H, P",Storsteinnes,69.24034,19.24901,0,1-2 m,Snorkeling
3849,KS121,PX414286:Petalonia arctica,219,PX414286,Scytosiphonaceae,Petalonia,Petalonia arctica,Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Franz Goecke,KS121,H,Storsteinnes,69.24034,19.24901,0,1-2 m,Snorkeling
3850,MP05,PX414287:Petalonia arctica (crust),219,PX414287,Scytosiphonaceae,Petalonia,Petalonia arctica (crust),Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Manuela Parente,MP05,V,Southeast of Ryoya,69.5435,18.76226,Mytilus,0 m,Hand-pick
3851,MP08,PX414288:Petalonia arctica (crust),219,PX414288,Scytosiphonaceae,Petalonia,Petalonia arctica (crust),Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Manuela Parente,MP08,V,Southeast of Ryoya,69.5435,18.76226,Mytilus,0 m,Hand-pick
3852,MP09,PX414289:Petalonia arctica (crust),219,PX414289,Scytosiphonaceae,Petalonia,Petalonia arctica (crust),Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Manuela Parente,MP09,V,Southeast of Ryoya,69.5435,18.76226,Gastropode,0 m,Hand-pick
3853,MP15,PX414290:Petalonia arctica (crust),219,PX414290,Scytosiphonaceae,Petalonia,Petalonia arctica (crust),Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Manuela Parente,MP15,"V, P",West of Dynamittholman,69.54851,19.07053,On rock,0 m,Hand-pick
3854,MP24,PX414291:Petalonia arctica (crust),219,PX414291,Scytosiphonaceae,Petalonia,Petalonia arctica (crust),Petalonia arctica,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,New genetic confirmation to Northeast Atlantic,Manuela Parente,MP24,"V, P","Tromsoy, Marine station",69.63378,18.90371,On rock,0 m,Hand-pick
3855,P_arctica_SCL16500_CapeChiniakAK,PV694818:Petalonia arctica,219,PV694818,Scytosiphonaceae,Petalonia,Petalonia arctica,Petalonia arctica,COI,Northeast Pacific,USA: Alaska,,GenBank,,,,,,,,,,,
3856,"KC782900.1_Petalonia_fascia_isolate_rc-4_cox1_(COI)_gene,_partial_sequence;_mitochondrial",KC782900:Petalonia sp.crust1-CRECT,220,KC782900,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3857,"KY047165.1_Petalonia_fascia_voucher_QD20130112.122_cytochrome_oxidase_subunit_I_(cox1)_gene,_partial_cds;_mitochondrial",KY047165:Petalonia sp.crust1-CRECT,220,KY047165,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3858,"KY047166.1_Petalonia_fascia_voucher_QD20130314.155_cytochrome_oxidase_subunit_I_(cox1)_gene,_partial_cds;_mitochondrial",KY047166:Petalonia sp.crust1-CRECT,220,KY047166,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3859,"KY047167.1_Petalonia_fascia_voucher_QD20130111.128_cytochrome_oxidase_subunit_I_(cox1)_gene,_partial_cds;_mitochondrial",KY047167:Petalonia sp.crust1-CRECT,220,KY047167,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3860,"KY047168.1_Petalonia_fascia_voucher_QD20130308.14_cytochrome_oxidase_subunit_I_(cox1)_gene,_partial_cds;_mitochondrial",KY047168:Petalonia sp.crust1-CRECT,220,KY047168,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3861,"KY047169.1_Petalonia_fascia_voucher_QD20130112.124_cytochrome_oxidase_subunit_I_(cox1)_gene,_partial_cds;_mitochondrial",KY047169:Petalonia sp.crust1-CRECT,220,KY047169,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3862,"LM995121.1_Petalonia_fascia_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-124",LM995121:Petalonia sp.crust1-CRECT,220,LM995121,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
3863,"LM995129.1_Petalonia_fascia_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-136",LM995129:Petalonia sp.crust1-CRECT,220,LM995129,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
3864,"LM995150.1_Petalonia_fascia_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-159",LM995150:Petalonia sp.crust1-CRECT,220,LM995150,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
3865,"LM995390.1_Petalonia_fascia_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR11-52A",LM995390:Petalonia sp.crust1-CRECT,220,LM995390,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Mediterranean,"Greece:Korinthos, Harbour",,GenBank,,,,,,,,,,,
3866,"LC733605.1_Petalonia_fascia_SR071_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC733605:Petalonia sp.crust1-CRECT,220,LC733605,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
3867,"LC757145.1_Petalonia_fascia_SR101_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC757145:Petalonia sp.crust1-CRECT,220,LC757145,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Pacific,"Japan:Hokkaido Pref., Samani",,GenBank,,,,,,,,,,,
3868,"KF367757.1_Petalonia_fascia_voucher_NCweed1239_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF367757:Petalonia sp.crust1-CRECT,220,KF367757,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia sp.crust1-CRECT,COI,Northwest Atlantic,"USA: North Carolina, Masonboro Sound,",,GenBank,,,,,,,,,,,
3869,"MN184504.1_Petalonia_sp._crust1_voucher_2016_BIO309A_57_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN184504:Petalonia sp.crust1-CRECT,220,MN184504,Scytosiphonaceae,Petalonia,Petalonia sp. crust1,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,"Norway: Hordaland, Stora Kalsoy",,GenBank,,,,,,,,,,,
3870,"KM254445.1_Petalonia_sp._crust1_voucher_GWS021841_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KM254445:Petalonia sp.crust1-CRECT,220,KM254445,Scytosiphonaceae,Petalonia,Petalonia sp. crust1,Petalonia sp.crust1-CRECT,COI,Northeast Pacific,"USA: California, Jade Cove",,GenBank,,,,,,,,,,,
3871,KS26,PV054062:Petalonia sp.crust1-CRECT,220,PV054062,Scytosiphonaceae,Petalonia,Petalonia sp.crust1-CRECT,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species; cryptic diversity,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS26,H,"Stora Karlsoy, Austevoll",60.11367,5.06647,On rock,0 m,Hand-pick
3872,KS27,PX414279:Petalonia sp.crust1-CRECT,220,PX414279,Scytosiphonaceae,Petalonia,Petalonia sp.crust1-CRECT,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species; cryptic diversity,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS27,H,"Stora Karlsoy, Austevoll",60.11367,5.06647,On rock,0 m,Hand-pick
3873,KS30,PX414280:Petalonia sp.crust1-CRECT,220,PX414280,Scytosiphonaceae,Petalonia,Petalonia sp.crust1-CRECT,Petalonia sp.crust1-CRECT,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species; cryptic diversity,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS30,H,"Stora Karlsoy, Austevoll",60.11367,5.06647,On rock,0 m,Hand-pick
3874,"HM890973.1_Petalonia_sp._4fascia_voucher_GWS002400_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890973:Petalonia binghamiae,221,HM890973,Scytosiphonaceae,Petalonia,Petalonia sp. 4fascia,Petalonia binghamiae,COI,Other,Australia,,GenBank,,,,,,,,,,,
3875,"KF281223.1_Petalonia_sp._4fascia_voucher_GWS024568_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281223:Petalonia binghamiae,221,KF281223,Scytosiphonaceae,Petalonia,Petalonia sp. 4fascia,Petalonia binghamiae,COI,Other,"Australia: Western Australia, Emu Beach",,GenBank,,,,,,,,,,,
